,MDS1,MDS2
Or13C25,-53.36259525904587,-0.2785588888368535
Or13C3,-54.95001508451783,4.904602706660363
Or13C7,-37.919133551879334,4.953714848047848
Or13C7B,-46.75188905736462,6.50497478621627
Or13C7C,-57.72097184344378,6.593235553290489
Or13C7D,-39.694832176014934,3.7441799295059313
Or13D1,-33.45797840031709,15.410886379294134
Or13E8,-60.47399116956317,17.490653851220227
Or13F5,-26.43644142477003,15.075298497419576
Or13G1,-44.070802135437305,6.748803397671519
Or13J1,-29.80804131065597,12.96920761600135
Or13L2,-19.395070041272742,68.65190431391065
Or13N4,10.192853316639667,-17.822924527496866
Or13P10,25.383410873106897,-7.459261311553251
Or13P3,19.230507579867872,2.7711153942131728
Or13P4,17.563887963501838,20.32827184233515
Or13P5,22.131331886094113,6.6268503756388135
Or13P8,-9.576730284144109,29.82522503398551
Or14A256,-63.05321341159647,-22.856632599687345
Or14A257,-81.35103268888366,-27.552548207397425
Or14A258,55.586542119381825,54.6040443737156
Or14A259,61.13709672349412,50.49391146566466
Or14A260,-60.10804814966184,-17.135545125538513
Or14C39,-36.41930839184957,-13.814754865932311
Or14C40,-12.423138229893926,-11.281206211896599
Or14C41,-31.87878194380933,-9.016639150533662
Or14C43,8.629181660436629,-35.234525943917134
Or14C44,-30.488219655464206,-10.503336756239788
Or14C45,-37.45627517875859,-5.3019610090534215
Or14C46,-23.269605974289558,-6.239821721821859
Or14J1,-35.54927129731227,-0.8406951855196692
Or14J10,6.557102328574162,-43.708235776472726
Or14J2,12.553768848252703,-38.292796603839626
Or14J3,-6.278527755062915,-51.71358625378883
Or14J4,1.1749148437252193,-46.8325088622241
Or14J5,-1.1418520872886573,-42.78670346987418
Or14J6,-49.71317970043006,-16.08189082913286
Or14J7,3.462736261881616,-45.19633184390871
Or14J8,-52.72336687613887,23.460036787733895
Or14J9,17.03737111875458,67.24605617952295
Or1A1,3.947157789310111,3.8646422761986314
Or1A1B,-14.06674586244061,0.3666537208097078
Or1Aa2,27.439227687396908,-36.662951264476675
Or1Ab2,4.507333119027199,9.784328288423783
Or1Ad1,15.284945559158025,10.228631597109638
Or1Ad6,25.692290422896377,12.919334973744528
Or1Ad8,18.236362103813214,8.315130643188564
Or1Af1,18.389678208851755,-38.37818935547309
Or1Ak2,48.516697867483664,43.388722416651675
Or1B1,3.9124304308994216,-8.755815441548394
Or1D2,21.485358345705713,46.45506228962753
Or1E1,-3.045204628083639,0.6933083838764464
Or1E16,1.6191724196542316,3.33775262796146
Or1E17,3.6589542626589746,8.819296669462183
Or1E19,-1.17186273957274,3.6415242952454636
Or1E1C,0.8663300448017163,6.90131530790895
Or1E1F,6.039682350302237,7.641568766943668
Or1E21,-8.498463032400496,-1.0237455800951798
Or1E22,-14.010583137327382,-15.346970184806358
Or1E23,-55.07557750558258,25.849132423876444
Or1E25,10.55124314676757,14.805456130212995
Or1E26,-14.691754021471828,3.6071947119378236
Or1E29,-1.3879332033897518,7.27729461279396
Or1E30,13.616089053552404,-3.8358125358024258
Or1E31,-0.7551588171383629,6.596770887558656
Or1E32,-1.1338402279604216,5.263723840454092
Or1E33,2.574083753953061,5.4919780118653865
Or1E34,1.4075510638117108,4.998037987397168
Or1E35,-4.023968888041521,1.9457783886726332
Or1F12,-16.643826223914527,41.472083434578224
Or1F19,4.445910698296391,17.76220013587012
Or1I2,-6.336259762153843,3.116773995446949
Or1J1,5.952440315115269,16.097612209447803
Or1J10,-0.5985811741881442,11.837045380763234
Or1J11,0.993541273484722,10.709745728379483
Or1J12,-1.3041713928360543,13.808418885975891
Or1J13,16.18008878010871,15.463215908103484
Or1J14,-2.038885429424116,9.815856153743622
Or1J15,-0.5674598311341028,5.987426923938892
Or1J16,2.87688147289223,12.603652534027127
Or1J17,-0.7452558252983519,6.17421242206178
Or1J18,-0.06041697796815194,10.576864394184579
Or1J19,4.309470077099669,10.666151834501871
Or1J20,1.2104649322240768,10.621075259352766
Or1J21,0.9748112792299591,7.990946252949518
Or1J4,2.2850064508288144,10.345810751045983
Or1L4,62.621676745181986,35.11092916457855
Or1L8,-8.0519616367741,-5.641043049236594
Or1M1,11.323918897490723,1.2994347001099413
Or1N1,7.012822682346264,-51.72242931650508
Or1N1B,9.632650951858395,2.6792602441872955
Or1N2,6.989412027720437,2.2486792745915976
Or1O1,20.850684413347366,-4.0938152776077885
Or1O11,29.653306005614805,3.285287083372719
Or1O2,0.2976797270808979,1.879990925278742
Or1O3,-6.912342444919436,5.524438167738655
Or1O4,9.834050143796677,4.269810932819336
Or1P1,1.8658473117327812,-2.5292875039998726
Or1P1C,38.93916706956627,-39.40507459435275
Or1Q1,2.681903448803243,-0.8168016113532958
Or1R1,-5.773378920237776,-4.5685756390410726
Or1S2,26.404469278554668,31.523445641019464
Or1X2,-34.650693443243064,31.31170336269189
Or1X6,25.816259000160013,-4.511141801234488
Or2A12,-2.8554983354144823,21.131267859913446
Or2A14,-10.095832201133652,27.944176381654607
Or2A20,-8.72079377956212,27.08604462255283
Or2A25,17.10154052743713,8.96797794815599
Or2A5,-6.7525083139944915,17.499242131766312
Or2A51,-16.14881189983727,26.935004822819497
Or2A52,-23.26022373690965,29.674191163149718
Or2A54,-16.126641613116494,25.155668470455897
Or2A56,-22.210878342576667,30.593531816518716
Or2A57,-0.7643331148594033,34.2902328319091
Or2A7,11.357982774886983,7.2909604066060805
Or2Aa1,-41.975257197513,-2.407623257947097
Or2Ab1,-65.26102017658474,-36.33465073107139
Or2Ad1,1.4887815946521006,-21.061573165437398
Or2Ag1,7.445127510361362,-19.929349027828824
Or2Ag12,-34.420218371605394,11.492222876579174
Or2Ag13,-1.278014570545869,-18.5323045018154
Or2Ag15,-20.406862927777656,-9.48474362955952
Or2Ag16,4.8879227913123415,-24.304048655245587
Or2Ag17,1.3840715060162987,-16.218600872371642
Or2Ag18,-43.733883985693666,18.69668227638633
Or2Ag19,-52.72120522452235,-5.8717261211044525
Or2Ag1B,-1.2538273351257088,-17.550211582356305
Or2Ag2,41.9647335550491,-34.45097719641083
Or2Ag20,1.1147027272618977,-14.309409077979282
Or2Ag2B,-29.00281219571103,-4.093799589616152
Or2Ah1,-23.158878264117288,26.993428743895212
Or2Aj4,-48.33121141351848,16.844515474161916
Or2Aj5,-46.70021005544916,15.695242472766493
Or2Aj6,-48.33121141131184,16.84451548771721
Or2Ak4,-9.098517905838545,-16.089823237496972
Or2Ak5,-12.8812383789945,-14.533933461750255
Or2Ak6,-11.79990212852088,-32.99921359666126
Or2Ak7,-17.89594553511404,-13.794118298150728
Or2At1,40.67774988439946,-23.279524172755306
Or2At4,38.9685272478339,-21.365329832837425
Or2Av9,-38.124417084915585,12.283272744599712
Or2B11,-25.445773767151806,23.213276438799056
Or2B2,-14.9075038958746,12.560581927031377
Or2B28,-26.303045004588373,16.3107397672601
Or2B2B,-18.97396698863214,15.665193331343875
Or2B4,-23.160589417651362,19.194984661204597
Or2B6,-15.99593522438012,13.954903735254803
Or2B7,-18.126929915294223,11.092906063225229
Or2Bd2,4.475387609180205,-15.161699265390181
Or2C1,-53.32553831349459,6.763475742195659
Or2D2,-19.72329587502634,18.55858451232373
Or2D3,4.925039615032844,-3.2422563379414835
Or2D36,-38.981234673163065,24.71116592509516
Or2D4,6.6057703042481855,-9.818400169301045
Or2F1,-51.7473749476145,-6.9013655598118895
Or2F1B,-54.11078794639343,-5.84235120714868
Or2F2,-50.91109380606224,-8.009088584651952
Or2G1,-29.573873835685202,22.489758898423016
Or2G25,-35.77829504685739,17.833040037952987
Or2G7,-30.05673019509317,21.545838794087338
Or2H1,-20.821882975804563,2.6647099035618402
Or2H15,-26.97437158568247,17.81051105953981
Or2H1B,-17.42051536008469,7.895692679963476
Or2H2,-17.365507054509425,7.4152836700058185
Or2H2C,-16.55758551071764,6.002362234585644
Or2I1,-52.46925794428568,10.377719108805211
Or2J3,-9.32946535037036,11.712075820432808
Or2J6,-49.466913976955404,10.430970774331229
Or2K2,-27.885240639371844,9.450100340647268
Or2L13,-41.822821497959445,-12.187648840016113
Or2L13B,-14.56687322900994,-9.17360239557064
Or2L5,-71.81257042207507,-7.8676402548685935
Or2M12,-46.93512905694374,18.581209396043818
Or2M13,-49.48112482133879,19.368969454064768
Or2N1,-29.206245371289423,19.20040849462861
Or2N1B,-29.206245371289448,19.20040849462859
Or2N1C,-31.239995257021672,19.989664039163955
Or2N1D,-28.82941430649633,23.245264531899497
Or2N1E,-33.36478729378187,21.721441244020042
Or2O1,-51.36246302834151,5.134317065046425
Or2P2,-26.136507607714762,13.66386896083993
Or2Q1,-56.823870607638916,-14.153247403880556
Or2R11,-12.433795815227361,-39.55040872729353
Or2R2,-45.732571507219056,-9.607070154358242
Or2R3,-44.67922971462193,-9.726444867704602
Or2T1,-63.249155272065806,-0.37138605636536
Or2T26,-47.152084193050925,18.896980963626902
Or2T29,-50.56347403557755,-5.614919692387343
Or2T43,-48.85108917877668,-11.727636457686746
Or2T44,-49.572130650388125,15.775349934547926
Or2T45,-43.51172207072478,15.547933598801777
Or2T46,-48.200514288385925,-6.977991725280261
Or2T47,-47.18032412404467,-10.580397416818611
Or2T48,-47.19653056641887,-8.743675727952766
Or2T49,-48.43767518540055,-7.666018912078073
Or2T6,-11.443553657221614,-36.99858989400195
Or2V1,-43.97928527620555,5.201396640539535
Or2V2,-57.2966849849305,2.8187489906653993
Or2W1,-9.578601975346452,-18.568028567381866
Or2W2,-6.620835618747657,-0.4464573634052855
Or2W25,-4.520891626840937,-30.60922411797598
Or2W3B,0.2750360833000264,-4.359572679946132
Or2W4,8.82777016375817,-4.142848027099864
Or2W6,1.1017555814578732,-8.737901336652307
Or2Y1,-33.25607568677365,12.951606678731503
Or2Y10,-24.724933736688442,8.474122164073101
Or2Y11,-22.08027180439833,8.09830594803215
Or2Y12,-21.05556023939837,8.032037416860943
Or2Y13,-19.576538019601838,6.4402291120825135
Or2Y14,-33.9314863276447,-1.6175247500903056
Or2Y15,-22.614069013181428,13.506212389933765
Or2Y16,-16.20876975163936,11.876049343471998
Or2Y17,-7.32991669449166,8.294910503663624
Or2Y1B,-16.634605776991137,0.8701707138576487
Or2Y1C,-20.76992778040965,7.071517284245569
Or2Y1D,-21.51064606717614,15.174654346332305
Or2Y1E,-26.994983263693282,-4.972950859929204
Or2Y1F,-30.88633634063087,7.4516859441062335
Or2Y1G,-24.557369246978492,7.180029983790351
Or2Y3,-65.85859217581773,17.24489684665933
Or2Y6,-24.50968137779053,5.487063542376697
Or2Y8,-22.080271804398357,8.098305948032166
Or2Z2,-10.783100159511786,0.3581170457868162
Or2Z8,-5.530882590001044,-24.946029888305652
Or2Z9,2.6413482753146633,-27.016401138981998
Or3A1,-37.14940145713484,31.68900009157183
Or3A10,-47.11319783781315,23.750008840785693
Or3A1B,-38.82819596725242,30.86747897335277
Or3A1C,-37.55527235569464,28.082366985359894
Or3A1D,-38.17790414959363,32.31759586745375
Or3A4,-45.6500377068255,27.859848176824887
Or4A15,-40.712674470080245,-41.195828979788295
Or4A2,-31.482180057471915,-50.57597919616255
Or4A27,-17.40196286627129,-42.98109946904768
Or4A39,-36.46999544491589,-44.59938967713313
Or4A47,-36.321073145286626,-41.23860371556813
Or4A66,-18.164219172675118,-46.22941869612408
Or4A67,-16.886126096112182,-43.58092261655629
Or4A68,-36.447240235795256,-42.36408453557762
Or4A69,-36.44724023646059,-42.364084535024254
Or4A70,-46.217726634383816,-40.623720423658625
Or4A71,-35.10190734525589,-43.71345738923461
Or4A72,-34.67653162458349,-49.71974006087899
Or4A73,-37.0508596220166,-40.20891130443713
Or4A74,-35.71690863534698,-47.35351371482003
Or4A75,-26.883529345131347,-45.615822259410024
Or4A76,-39.13878899065659,-42.470733578556136
Or4A77,-31.985713549916948,-41.63612343621469
Or4A78,-35.42055533680653,-42.78376513830834
Or4A79,-31.985713426726225,-41.63612353049414
Or4A80,-37.313077466431515,-39.72622836250696
Or4A81,-34.342014481504606,-42.48858198782873
Or4B1,-21.426396087886562,-16.21927969294321
Or4B12,-34.89006819654931,-18.01529238125234
Or4B13,-41.83004477760237,-20.650977224461666
Or4B1B,-40.39985451347445,-19.329269038827327
Or4B1D,-26.851432557368124,-21.298816039803814
Or4C1,-37.170324531823454,-47.203234528770686
Or4C10,-39.85797398449615,-45.07658572714497
Or4C100,-39.61351779747907,-38.14413964011124
Or4C101,-29.138744126355153,-44.58574702400155
Or4C102,-35.01661808041863,-45.44108260608427
Or4C103,-38.2929319606233,-37.19582239810539
Or4C104,-40.33900229114214,-35.46521278284334
Or4C105,-40.51993605298031,-44.37146103681054
Or4C106,-40.519936053030726,-44.37146103676905
Or4C107,-33.91907335361418,-54.4759507754305
Or4C108,-38.134343913621024,-44.007956024659144
Or4C109,-28.763269157510035,-49.69452982772313
Or4C10B,-36.836239981617815,-46.757795630903836
Or4C11,-40.29174635644028,-36.01984494020338
Or4C110,-36.79477178991502,-54.41417908972791
Or4C111,-32.45287002683359,-46.64972509609572
Or4C112,-42.6790313970544,-37.345559972117414
Or4C113,-35.9829915470982,-43.22980835452259
Or4C114,-50.09128230794692,-43.945861322930696
Or4C115,-40.84532277013633,-38.09608664226057
Or4C116,-40.76171124406424,-43.682764737766924
Or4C117,-49.39048580198133,-44.892317583292346
Or4C118,-31.47791174915473,-48.210502771126855
Or4C11B,-45.43359366329317,-49.34912923041015
Or4C11C,-45.36414723896237,-44.003797255081736
Or4C12,-32.602981545186644,-50.178112333926364
Or4C120,-41.52956301387147,-42.366988022941854
Or4C121,-42.74418393760893,-42.9776902739769
Or4C122,-39.083892668750266,-47.91431003645085
Or4C123,-38.78959866890568,-47.341516719277706
Or4C124,-37.014678697497814,-42.6313445808181
Or4C125,-30.90131727671106,-43.1200025424663
Or4C126,-53.059857884782545,-50.75627905402493
Or4C127,-50.40529596166335,-42.07315292190412
Or4C12B,-33.91096784487714,-56.54065896177102
Or4C15,-40.02322205706649,-41.87275454551159
Or4C15B,-38.99302015362493,-41.33858199701582
Or4C29,-40.94882709591298,-35.747470299398366
Or4C3,-37.22643385623859,-39.384286204102565
Or4C31,-42.10914756316225,-40.29312837984897
Or4C35,-45.389345158199006,-52.446893102812325
Or4C3D,-37.226433856290676,-39.38428620406299
Or4C52,-53.059860498554244,-50.75627628086562
Or4C58,-40.620149209901655,-52.00069829606539
Or4D1,-24.783755645594947,-27.842080032493726
Or4D10,-28.66872592801149,-37.58492326986321
Or4D10B,-31.961952051600722,-32.655259098771914
Or4D10C,-30.1406946195545,-34.983985888402074
Or4D11,-26.67953393503929,-39.2563019004149
Or4D2,-33.25785990596838,-30.953831996710885
Or4D2B,-33.25785900471599,-30.953832642706217
Or4D5,-28.154339733449664,-30.62514123815673
Or4D6,-24.46816263842036,-50.25676955620631
Or4E1,-43.330901277796976,-32.99521467786413
Or4E2,-40.851304376260195,-26.363460973932238
Or4E5,-43.08590599539375,-29.271455621936177
Or4F14,-21.24927667036109,-36.967409630083615
Or4F14B,-20.573187934751445,-32.956985508757796
Or4F14D,-21.24927667036108,-36.967409630083615
Or4F15,-22.889076985313654,-39.674584529190284
Or4F47,-10.484862838174536,-59.06019203466989
Or4F4B,-29.61999148250096,-32.01992347484383
Or4F52,-31.823745264417852,-44.137144629562286
Or4F53,-22.105623683707577,-47.784312720107074
Or4F54,-25.467514773082357,-64.52225043723669
Or4F56,-22.705295981916354,-45.02182513447795
Or4F57,-28.117265404920825,-32.69422319921887
Or4F58,-21.09299481953716,-41.70158769491398
Or4F59,-32.92547980157315,-36.55864278836159
Or4F6,-24.248319783898218,-37.210067785188535
Or4F60,-40.63447404038651,-30.11617391717291
Or4F61,-19.76897758303155,-40.84662163684043
Or4F62,-15.249460601106632,-51.5560044104184
Or4F7,-24.413103188379967,-41.2167639588208
Or4G16,-29.27849570787533,-41.58625140040923
Or4G17,-25.613702995760455,-46.66416610593569
Or4G7,-28.674156990937497,-52.919086025685765
Or4K1,-27.757636407626936,-39.628591098172684
Or4K15,-31.23201669626052,-32.736019269094044
Or4K15B,-27.209185261308697,-30.74989196851826
Or4K15C,-29.215778362444812,-30.430965684121514
Or4K2,-15.540116246456172,-43.86298953904682
Or4K35,81.99785728722482,-46.166510624632295
Or4K36,-31.422144006654108,-36.12081396409835
Or4K37,-26.586223140330656,-27.605523950385674
Or4K38,40.71309101531013,-46.01303929489324
Or4K40,-28.188422608675438,-25.959653403345186
Or4K41,-31.96876193333616,-25.818201887348522
Or4K42,-47.1800879709772,-37.211567937467215
Or4K44,-14.286375081265211,-54.9004662408065
Or4K45,-13.27893165082021,-48.589694765662905
Or4K47,-20.354347410091172,-54.16129518813735
Or4K48,-17.22679130669169,-53.6218367441422
Or4K49,-23.756520929066383,-53.651017326973275
Or4K5,-35.61312279666242,-28.460456323122184
Or4K51,-27.374424008630527,-55.12744367324317
Or4K52,-24.891878478875014,-47.56979138414649
Or4K6,-13.845273715229307,-60.87685386137308
Or4K77,-28.379599577888783,-26.28741183444704
Or4L1,-27.031639250162307,-33.41810897993729
Or4L15,-31.718927546165094,-44.41001165146101
Or4M1,-29.36310424409033,-23.533660348141936
Or4N4,-34.13326027233721,-21.792598467160694
Or4N4B,-35.00283943457122,-25.342729334466878
Or4N5,-26.154837813891795,-24.945363253942105
Or4P18,-25.413686250831397,-24.38071512956006
Or4P19,-21.32810025274028,-25.646866245097865
Or4P20,-24.62699174389055,-31.02457093356833
Or4P21,-24.205069413869964,-27.422672527247382
Or4P22,-23.70004117407482,-23.729087907427584
Or4P23,-21.141864440687694,-24.402457696826485
Or4P7,-23.650533731275242,-24.92893653145997
Or4P8,-18.88252787238198,-27.417746581399697
Or4Q3,-28.52951377472358,-35.545032136285876
Or4S2B,-44.16372241721273,-32.67969678506372
Or4X11,-28.579864809844754,-33.46298177094511
Or4X13,-30.871560061184557,-33.234618615005395
Or4X6,-31.966264609832052,-32.0379963473455
Or4Z4,-28.183680402339284,-39.149926289951466
Or51A10,64.27366934061892,3.0582815115682154
Or51A24,67.11269121811519,5.088481391507206
Or51A25,59.08869221198269,3.8014397254313814
Or51A39,59.64125173509947,3.7670221494813854
Or51A43,66.01285344332916,-13.080547807881056
